PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10, 8, 187036, 17299
20, 8, 174879, 18313
30, 8, 179801, 19180
40, 8, 188612, 19062
50, 8, 198126, 18890
60, 8, 207474, 18691
70, 8, 216635, 18550
80, 8, 224402, 18106
90, 8, 231863, 18047
100, 8, 236123, 17674
110, 8, 242258, 17667
120, 8, 245640, 17468
130, 8, 249765, 17212
140, 8, 254687, 17318
150, 8, 257807, 17338
160, 8, 261280, 17264
170, 8, 263801, 16977
180, 8, 268692, 17077
190, 8, 270724, 17058
200, 8, 272491, 16923
210, 8, 275830, 17031
220, 8, 278944, 17128
230, 8, 278519, 17041
240, 8, 279924, 16917
250, 8, 282685, 16819
260, 8, 285779, 17024
270, 8, 287426, 17207
280, 8, 289280, 16922
290, 8, 291278, 17265
300, 8, 292494, 17270
310, 8, 295549, 17242
320, 8, 296228, 17287
330, 8, 299556, 17244
340, 8, 299738, 17512
350, 8, 301934, 17561
360, 8, 303181, 17561
370, 8, 304966, 17454
380, 8, 305222, 17736
390, 8, 305958, 17753
400, 8, 308885, 17756
410, 8, 309295, 17975
420, 8, 311978, 18288
430, 8, 311323, 17995
440, 8, 315621, 18432
450, 8, 316512, 18711
460, 8, 317759, 18603
470, 8, 317259, 18569
480, 8, 318401, 18507
490, 8, 319997, 19057
500, 8, 321773, 18824
510, 8, 325228, 19575
520, 8, 325599, 18931
530, 8, 325829, 19433
540, 8, 325475, 19432
550, 8, 328700, 19728
560, 8, 328941, 19719
570, 8, 330587, 19833
580, 8, 329610, 20105
590, 8, 332497, 19995
600, 8, 333393, 20167
610, 8, 333738, 20245
620, 8, 336823, 20384
630, 8, 337079, 20642
640, 8, 337594, 20774
650, 8, 336533, 20884
660, 8, 340707, 21583
670, 8, 340708, 21053
680, 8, 340936, 21304
690, 8, 342679, 21307
700, 8, 341585, 21146
710, 8, 342775, 20719
720, 8, 343976, 21811
730, 8, 344979, 21740
740, 8, 345996, 21483
750, 8, 349014, 22608
760, 8, 348683, 22647
770, 8, 350221, 23017
780, 8, 348352, 22049
790, 8, 350388, 22751
800, 8, 352827, 22854
810, 8, 352544, 23113
820, 8, 352528, 23304
830, 8, 355211, 23497
840, 8, 354818, 23638
850, 8, 352165, 22677
860, 8, 356208, 23852
870, 8, 357841, 24476
880, 8, 359124, 23947
890, 8, 357402, 23899
900, 8, 360838, 24944
910, 8, 358310, 24057
920, 8, 363926, 25333
930, 8, 364972, 24911
940, 8, 358902, 24158
950, 8, 361333, 24534
960, 8, 364728, 25547
970, 8, 363240, 24750
980, 8, 364024, 25070
990, 8, 365077, 25240
1000, 8, 367118, 25708
1010, 8, 364816, 25166
1020, 8, 369921, 26841
1030, 8, 369326, 25906
1040, 8, 368440, 25397
1050, 8, 368576, 25782
1060, 8, 371035, 26592
1070, 8, 369169, 26666
1080, 8, 371351, 26829
1090, 8, 371943, 26673
1100, 8, 373904, 27172
1110, 8, 373245, 26716
1120, 8, 374151, 27016
1130, 8, 376591, 27684
1140, 8, 376548, 27601
1150, 8, 374870, 27316
1160, 8, 373940, 26463
1170, 8, 379137, 28051
1180, 8, 377244, 27883
1190, 8, 382859, 29387
1200, 8, 379308, 28339
1210, 8, 378368, 27661
1220, 8, 378935, 27971
1230, 8, 381335, 28198
1240, 8, 383214, 28822
1250, 8, 381892, 28291
1260, 8, 384849, 29236
1270, 8, 387036, 29322
1280, 8, 382632, 28336
1290, 8, 381880, 27898
1300, 8, 384269, 28885
1310, 8, 388326, 29793
1320, 8, 388337, 29937
1330, 8, 388348, 29914
1340, 8, 385852, 28921
1350, 8, 391033, 30766
1360, 8, 391137, 30501
1370, 8, 389765, 29748
1380, 8, 393737, 30972
1390, 8, 388057, 29582
1400, 8, 394424, 30638
1410, 8, 391689, 30550
1420, 8, 387544, 28604
1430, 8, 390803, 29807
1440, 8, 393887, 31293
1450, 8, 392927, 30350
1460, 8, 394106, 30083
1470, 8, 394876, 31089
1480, 8, 397231, 31412
1490, 8, 395146, 31310
1500, 8, 400009, 32443
1510, 8, 396784, 31123
1520, 8, 398838, 32057
1530, 8, 400454, 31835
1540, 8, 401823, 32842
1550, 8, 400527, 31834
1560, 8, 396740, 30774
1570, 8, 404865, 32774
1580, 8, 400595, 31826
1590, 8, 404761, 33471
1600, 8, 401986, 32150
1610, 8, 404313, 32744
1620, 8, 400706, 32337
1630, 8, 402471, 31825
1640, 8, 402303, 32585
1650, 8, 406124, 33336
1660, 8, 405425, 32811
1670, 8, 405849, 33199
1680, 8, 405025, 33347
1690, 8, 405347, 33264
1700, 8, 404766, 32828
1710, 8, 409122, 34294
1720, 8, 405453, 32700
1730, 8, 410386, 34272
1740, 8, 405140, 33243
1750, 8, 409340, 33755
1760, 8, 408366, 33902
1770, 8, 404566, 32563
1780, 8, 412540, 34662
1790, 8, 406769, 33253
1800, 8, 418461, 36410
1810, 8, 411410, 34492
1820, 8, 407677, 33582
1830, 8, 409420, 33495
1840, 8, 412048, 33589
1850, 8, 411598, 34444
1860, 8, 409948, 33127
1870, 8, 414894, 34209
1880, 8, 410254, 34316
1890, 8, 414288, 34471
1900, 8, 412293, 34094
1910, 8, 414629, 35267
1920, 8, 417082, 35355
1930, 8, 412538, 34683
1940, 8, 418735, 35700
1950, 8, 408719, 33637
1960, 8, 411789, 33416
1970, 8, 416424, 35157
1980, 8, 413830, 34200
1990, 8, 413578, 34484
2000, 8, 416700, 34404
2010, 8, 414198, 33991
2020, 8, 416187, 35364
2030, 8, 418481, 35155
2040, 8, 421330, 36326
2050, 8, 417112, 35680
2060, 8, 418216, 34887
2070, 8, 424951, 37473
2080, 8, 417683, 35373
2090, 8, 422424, 36247
2100, 8, 422490, 37136
2110, 8, 424114, 36980
2120, 8, 421212, 35826
2130, 8, 421728, 35901
2140, 8, 424858, 37270
2150, 8, 421150, 36224
2160, 8, 424295, 37158
2170, 8, 423885, 36182
2180, 8, 420277, 35616
2190, 8, 421941, 35482
2200, 8, 421090, 35832
2210, 8, 421272, 35430
2220, 8, 424292, 36744
2230, 8, 420187, 35597
2240, 8, 424927, 36948
2250, 8, 428467, 38108
2260, 8, 423709, 36332
2270, 8, 427414, 37441
2280, 8, 425410, 37429
2290, 8, 427236, 37064
2300, 8, 423934, 36775
2310, 8, 427595, 37507
2320, 8, 422936, 35761
2330, 8, 423106, 35528
2340, 8, 425228, 36798
2350, 8, 423720, 36570
2360, 8, 426500, 37296
2370, 8, 430716, 38098
2380, 8, 433092, 38973
2390, 8, 427207, 37607
2400, 8, 428143, 36842
2410, 8, 428266, 37454
2420, 8, 427230, 36837
2430, 8, 428311, 37797
2440, 8, 431618, 38083
2450, 8, 429499, 37833
2460, 8, 433882, 38900
2470, 8, 429263, 37779
2480, 8, 435664, 39239
2490, 8, 427627, 36905
2500, 8, 433469, 38054
2510, 8, 434944, 38914
2520, 8, 431352, 38150
2530, 8, 428776, 37224
2540, 8, 432470, 37507
2550, 8, 435217, 38829
2560, 8, 430635, 37926
2570, 8, 431136, 37798
2580, 8, 429455, 37331
2590, 8, 429135, 37150
2600, 8, 437994, 38998
2610, 8, 427140, 36793
2620, 8, 429008, 37062
2630, 8, 436393, 39202
2640, 8, 434051, 38704
2650, 8, 430187, 37786
2660, 8, 435681, 39243
2670, 8, 442478, 41083
2680, 8, 433996, 38227
2690, 8, 437327, 38512
2700, 8, 442655, 41368
2710, 8, 444257, 40547
2720, 8, 433121, 38616
2730, 8, 426548, 36511
2740, 8, 431780, 37732
2750, 8, 428586, 37366
2760, 8, 445417, 40658
2770, 8, 431737, 38257
2780, 8, 441692, 40439
2790, 8, 435055, 37831
2800, 8, 434777, 38402
2810, 8, 436941, 38843
2820, 8, 439498, 39965
2830, 8, 440476, 39780
2840, 8, 430680, 36635
2850, 8, 442537, 40575
2860, 8, 434446, 38229
2870, 8, 435521, 38281
2880, 8, 442628, 40760
2890, 8, 435857, 38487
2900, 8, 434987, 38080
2910, 8, 443278, 41077
2920, 8, 432021, 36700
2930, 8, 434516, 37651
2940, 8, 440678, 39759
2950, 8, 438278, 38835
2960, 8, 439542, 39345
2970, 8, 440828, 40331
2980, 8, 438360, 39822
2990, 8, 438139, 38810
3000, 8, 446677, 41329
3010, 8, 437980, 38694
3020, 8, 441417, 39681
3030, 8, 440117, 39539
3040, 8, 441654, 39949
3050, 8, 442008, 40092
3060, 8, 440983, 39700
3070, 8, 443309, 40226
3080, 8, 447202, 41977
3090, 8, 447538, 41114
3100, 8, 449572, 41573
3110, 8, 441371, 39597
3120, 8, 438289, 38965
3130, 8, 445397, 40450
3140, 8, 447305, 41145
3150, 8, 445136, 40889
3160, 8, 443061, 39998
3170, 8, 449948, 42814
3180, 8, 449596, 42458
3190, 8, 440476, 39279
3200, 8, 433811, 37478
3210, 8, 443646, 40508
3220, 8, 448805, 42166
3230, 8, 444902, 40474
3240, 8, 444151, 40422
3250, 8, 449331, 41747
3260, 8, 448693, 40933
3270, 8, 445655, 40672
3280, 8, 442448, 39902
3290, 8, 448686, 42843
3300, 8, 450003, 42036
3310, 8, 451904, 41903
3320, 8, 448726, 41044
3330, 8, 444956, 40366
3340, 8, 453695, 42285
3350, 8, 447474, 41122
3360, 8, 449836, 41888
3370, 8, 444931, 40445
3380, 8, 446114, 40633
3390, 8, 450720, 41969
3400, 8, 450132, 41690
3410, 8, 448480, 41477
3420, 8, 449519, 42202
3430, 8, 453307, 43036
3440, 8, 444661, 40606
3450, 8, 444537, 40539
3460, 8, 453058, 42585
3470, 8, 452524, 42817
3480, 8, 448505, 41225
3490, 8, 452066, 41922
3500, 8, 444875, 40642
3510, 8, 445387, 40609
3520, 8, 451730, 42163
3530, 8, 443799, 40468
3540, 8, 446537, 41283
3550, 8, 446403, 40231
3560, 8, 452314, 41666
3570, 8, 456310, 43684
3580, 8, 448982, 41651
3590, 8, 456134, 43281
3600, 8, 451968, 42422
3610, 8, 449371, 41313
3620, 8, 449211, 41669
3630, 8, 452402, 41758
3640, 8, 453097, 42593
3650, 8, 452564, 41835
3660, 8, 448912, 41737
3670, 8, 454580, 42985
3680, 8, 456598, 42281
3690, 8, 448753, 40640
3700, 8, 450390, 41698
3710, 8, 458486, 43937
3720, 8, 456866, 42493
3730, 8, 451377, 41947
3740, 8, 448579, 40579
3750, 8, 456585, 43096
3760, 8, 453520, 42661
3770, 8, 441584, 38259
3780, 8, 458136, 43883
3790, 8, 452320, 41882
3800, 8, 456345, 43505
3810, 8, 458069, 42871
3820, 8, 459007, 44078
3830, 8, 455352, 41621
3840, 8, 448473, 40850
3850, 8, 456663, 43168
3860, 8, 452440, 42865
3870, 8, 454849, 42461
3880, 8, 456225, 43634
3890, 8, 449330, 40925
3900, 8, 454646, 42867
3910, 8, 452009, 41298
3920, 8, 440069, 38765
3930, 8, 450685, 41811
3940, 8, 459346, 43329
3950, 8, 446813, 40413
3960, 8, 453316, 41748
3970, 8, 455076, 42521
3980, 8, 450228, 41254
3990, 8, 459992, 44326
4000, 8, 453294, 41724
4010, 8, 450501, 41237
4020, 8, 452248, 41606
4030, 8, 456668, 42877
4040, 8, 455636, 43269
4050, 8, 460370, 44142
4060, 8, 456145, 42785
4070, 8, 456203, 42916
4080, 8, 460478, 44083
4090, 8, 457369, 42952
4100, 8, 460389, 44790
4110, 8, 458008, 43142
4120, 8, 457796, 42793
4130, 8, 451844, 41462
4140, 8, 457918, 43353
4150, 8, 459433, 43372
4160, 8, 462091, 44854
4170, 8, 456421, 43269
4180, 8, 462220, 44816
4190, 8, 459327, 44088
4200, 8, 464035, 44874
4210, 8, 455975, 43018
4220, 8, 457920, 42932
4230, 8, 462438, 44833
4240, 8, 452662, 42368
4250, 8, 459447, 43654
4260, 8, 448613, 40626
4270, 8, 453918, 41936
4280, 8, 457782, 43158
4290, 8, 455436, 42471
4300, 8, 456731, 43019
4310, 8, 457074, 42544
4320, 8, 464146, 45334
4330, 8, 452835, 41212
4340, 8, 456660, 42151
4350, 8, 462203, 43934
4360, 8, 461035, 43772
4370, 8, 457073, 43950
4380, 8, 464458, 44042
4390, 8, 455572, 41992
4400, 8, 458787, 43409
4410, 8, 450473, 41175
4420, 8, 464542, 44133
4430, 8, 457873, 43292
4440, 8, 466180, 46069
4450, 8, 467083, 45626
4460, 8, 456643, 42468
4470, 8, 468009, 45909
4480, 8, 459652, 43465
4490, 8, 452282, 42091
4500, 8, 463369, 44594
4510, 8, 456471, 42682
4520, 8, 464285, 44010
4530, 8, 456093, 42427
4540, 8, 459280, 43273
4550, 8, 461623, 43934
4560, 8, 456954, 42990
4570, 8, 455210, 42459
4580, 8, 464449, 44643
4590, 8, 466743, 45466
4600, 8, 459451, 42769
4610, 8, 454463, 42189
4620, 8, 458953, 43842
4630, 8, 464541, 44911
4640, 8, 455709, 42290
4650, 8, 458392, 42760
4660, 8, 452544, 41861
4670, 8, 462911, 44215
4680, 8, 460821, 43789
4690, 8, 459297, 42703
4700, 8, 464667, 44697
4710, 8, 462655, 44188
4720, 8, 457038, 42509
4730, 8, 459124, 42864
4740, 8, 465372, 44868
4750, 8, 462860, 43240
4760, 8, 462607, 44424
4770, 8, 464563, 44558
4780, 8, 462400, 44218
4790, 8, 459405, 43374
4800, 8, 459746, 43390
4810, 8, 467499, 45387
4820, 8, 463066, 43250
4830, 8, 455333, 42255
4840, 8, 460534, 42858
4850, 8, 464070, 44151
4860, 8, 460455, 44420
4870, 8, 447195, 39446
4880, 8, 464141, 44120
4890, 8, 472377, 45734
4900, 8, 459148, 43257
4910, 8, 465017, 44704
4920, 8, 472873, 46613
4930, 8, 461863, 43734
4940, 8, 461402, 43935
4950, 8, 460589, 44102
4960, 8, 464458, 44039
4970, 8, 462768, 43842
4980, 8, 463607, 44320
4990, 8, 465387, 45185
5000, 8, 469413, 45169
