PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10,8,441657,57397
20,8,380089,55715
30,8,351417,55071
40,8,338550,54781
50,8,343370,54586
60,8,343772,53989
70,8,346496,51652
80,8,342096,48629
90,8,339947,46162
100,8,343419,45152
110,8,352274,43401
120,8,360930,41615
130,8,367210,40004
140,8,373710,38585
150,8,377682,37272
160,8,378563,35833
170,8,380647,34667
180,8,387059,33672
190,8,393777,32560
200,8,400652,31621
210,8,407445,30759
220,8,412980,29926
230,8,415554,29238
240,8,420537,28441
250,8,420591,27821
260,8,426136,27263
270,8,432868,26741
280,8,436845,26283
290,8,441381,25664
300,8,446392,25222
310,8,448305,25035
320,8,451525,24478
330,8,453813,24091
340,8,458684,23823
350,8,462611,23655
360,8,467447,23371
370,8,470018,23144
380,8,474399,23144
390,8,474002,22555
400,8,477024,22422
410,8,480080,22420
420,8,483142,22118
430,8,485995,21847
440,8,489664,21742
450,8,491857,21641
460,8,494251,21492
470,8,495249,21440
480,8,495898,21171
490,8,498231,21276
500,8,497998,21028
510,8,504808,21069
520,8,506273,20759
530,8,508386,20837
540,8,512438,20686
550,8,514116,21075
560,8,510355,20570
570,8,515421,20759
580,8,517981,20433
590,8,520839,20401
600,8,518887,20101
610,8,524353,20549
620,8,524827,20121
630,8,524591,20157
640,8,526241,20312
650,8,527831,19845
660,8,531390,20259
670,8,533141,20421
680,8,532914,20109
690,8,538422,20380
700,8,534010,20023
710,8,538882,20261
720,8,539389,20162
730,8,540366,20413
740,8,540819,20555
750,8,544274,19948
760,8,546245,20627
770,8,544148,20133
780,8,543342,19973
790,8,547029,19852
800,8,547742,20128
810,8,551940,20475
820,8,550528,20133
830,8,547853,19893
840,8,552749,20209
850,8,552808,19849
860,8,553784,20037
870,8,552028,19604
880,8,557643,20271
890,8,560824,20938
900,8,558756,20299
910,8,558719,20207
920,8,560690,20043
930,8,559964,20379
940,8,564499,20581
950,8,563850,20224
960,8,563873,20506
970,8,564876,20269
980,8,565874,21015
990,8,568018,20749
1000,8,564556,20139
1010,8,567275,20444
1020,8,566910,20267
1030,8,570245,20935
1040,8,571413,20348
1050,8,571548,20994
1060,8,574534,20834
1070,8,574333,21081
1080,8,575425,20214
1090,8,571357,20179
1100,8,573225,20980
