PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10,8,179986,38801
20,8,120964,33325
30,8,127223,33703
40,8,96428,28467
50,8,101776,28895
60,8,63274,19937
70,8,82043,24574
80,8,84194,24165
90,8,66379,20936
100,8,69809,19838
110,8,61178,18556
120,8,53243,16065
130,8,65371,18567
140,8,53844,15684
150,8,53648,15574
160,8,55017,16063
170,8,60221,17305
180,8,59775,16986
190,8,60457,16665
200,8,58044,16064
210,8,56207,15580
220,8,53098,14771
230,8,53590,14547
240,8,53702,14359
250,8,55209,13998
260,8,54280,13595
270,8,53296,12969
280,8,51332,13147
290,8,52015,12741
300,8,51009,12922
310,8,51168,13131
320,8,48713,13284
330,8,49762,12902
340,8,48721,12865
350,8,51756,12862
360,8,51887,12358
370,8,53369,12083
380,8,53793,11918
390,8,55313,11675
400,8,56929,11502
410,8,57693,11162
420,8,53579,10677
430,8,53867,10706
440,8,55453,10807
450,8,53663,10529
460,8,53696,10334
470,8,53988,10070
480,8,53883,9994
490,8,54704,9929
500,8,56794,9802
510,8,55446,9697
520,8,55060,9499
530,8,56500,9636
540,8,55103,9271
550,8,54274,9064
560,8,54574,8971
570,8,56884,9126
580,8,56476,8817
590,8,57286,8783
600,8,57560,8814
610,8,59736,8818
620,8,57578,8490
630,8,60563,8630
640,8,60001,8506
650,8,58382,8338
660,8,58978,8267
670,8,57754,8446
680,8,55827,8011
690,8,60258,8294
700,8,58281,8118
710,8,57326,7868
720,8,69509,10007
730,8,59551,8051
740,8,58790,7966
750,8,59591,7673
760,8,59979,8023
770,8,60647,7924
780,8,59238,7778
790,8,65638,8183
800,8,63784,7659
810,8,63366,7733
820,8,61022,7653
830,8,61338,7572
840,8,73921,9955
850,8,62582,7473
860,8,62961,7283
870,8,61059,7287
880,8,66690,8096
890,8,67083,7985
900,8,61353,7408
910,8,61071,7130
920,8,59982,7028
930,8,61620,7013
940,8,74148,9603
950,8,64764,7538
960,8,63102,7167
970,8,61675,7004
980,8,64558,7339
990,8,62881,7287
1000,8,65105,7279
1010,8,68147,7757
1020,8,67698,7565
1030,8,64526,6767
1040,8,65424,7007
1050,8,64781,7130
1060,8,61176,6733
1070,8,69582,7899
1080,8,76751,9123
1090,8,67906,6992
1100,8,65332,6800
1110,8,65385,7171
1120,8,64675,7119
1130,8,65197,6911
1140,8,64272,7000
1150,8,66927,6874
1160,8,70233,7471
1170,8,65689,7153
1180,8,66070,6828
1190,8,63582,6643
1200,8,67198,7040
1210,8,66709,6759
1220,8,65999,6851
1230,8,65455,6678
1240,8,66240,6906
1250,8,69539,6895
1260,8,80144,8853
1270,8,72066,7011
1280,8,65675,6654
1290,8,64306,6590
1300,8,66078,6557
1310,8,68223,6812
1320,8,71371,6842
1330,8,67340,6739
1340,8,67020,6773
1350,8,65281,6341
1360,8,72783,7609
1370,8,81128,10145
1380,8,71612,7195
1390,8,89087,7045
1400,8,69803,7084
1410,8,69831,6898
1420,8,65598,6319
1430,8,64022,6152
1440,8,68788,6711
1450,8,91138,7012
1460,8,90682,7110
1470,8,68460,6501
1480,8,69501,6783
1490,8,72287,6852
1500,8,73418,6869
1510,8,75617,7914
1520,8,65007,6648
1530,8,70756,7188
1540,8,70436,6815
1550,8,70760,6645
1560,8,67229,6504
1570,8,66379,6069
1580,8,70895,6558
1590,8,69579,6771
1600,8,66543,6097
1610,8,70893,6860
1620,8,68595,6703
1630,8,72559,7637
1640,8,66738,6188
1650,8,67842,6423
1660,8,67827,6445
1670,8,67045,6153
1680,8,64938,5917
1690,8,74645,7793
1700,8,69248,5884
1710,8,69979,6249
1720,8,69112,6137
1730,8,71507,6786
1740,8,66941,6276
1750,8,66548,6132
1760,8,66624,6134
1770,8,70639,6533
1780,8,69871,6282
1790,8,68324,6207
1800,8,68663,6369
1810,8,69218,6450
1820,8,70157,6474
1830,8,67109,6050
1840,8,69597,6284
1850,8,69162,6435
1860,8,68735,6474
1870,8,70410,6527
1880,8,71445,6662
1890,8,71649,6722
1900,8,73081,7451
1910,8,70250,6278
1920,8,69203,6468
1930,8,72886,6792
1940,8,74046,6640
1950,8,75068,6890
1960,8,69592,5967
1970,8,70565,6647
1980,8,67877,6312
1990,8,70901,6739
2000,8,72641,6248
2010,8,72531,6795
2020,8,71062,6597
2030,8,72203,6828
2040,8,71919,6767
2050,8,71299,6735
2060,8,70029,6221
2070,8,69342,6101
2080,8,70206,6663
2090,8,71260,6825
2100,8,70796,6253
2110,8,70846,6345
2120,8,71851,6096
2130,8,70634,6646
2140,8,72120,6436
2150,8,72024,6595
2160,8,73772,6420
2170,8,75249,6776
2180,8,77455,7148
2190,8,73742,6993
2200,8,70253,6502
2210,8,72150,6877
2220,8,73368,6692
2230,8,74715,6730
2240,8,72258,6464
2250,8,72410,6529
2260,8,72394,6310
2270,8,72137,6585
2280,8,68483,5849
2290,8,73339,6932
2300,8,72905,6376
2310,8,73192,6855
2320,8,72897,6269
2330,8,75724,6895
2340,8,72658,6442
2350,8,72061,6085
2360,8,71272,6327
2370,8,73593,6790
2380,8,73214,6752
2390,8,76089,6982
2400,8,71456,5474
2410,8,77286,6556
2420,8,73199,6598
2430,8,74508,7127
2440,8,72378,6443
2450,8,74336,6497
2460,8,71732,6004
2470,8,73346,6796
2480,8,75733,6563
2490,8,70148,6062
2500,8,71732,6673
2510,8,72394,6547
2520,8,74334,6391
2530,8,77885,7539
2540,8,78200,7354
2550,8,72021,6202
2560,8,72047,6397
2570,8,76691,7188
2580,8,74232,6215
2590,8,76851,7181
2600,8,73190,6119
2610,8,77020,7048
2620,8,82159,7018
2630,8,76139,6396
2640,8,76379,6522
2650,8,74518,6815
