PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10, 64, 237664, 24016
20, 64, 186163, 16646
30, 64, 150150, 12417
40, 64, 124125, 11247
50, 64, 104260, 9300
60, 64, 92096, 8314
70, 64, 77270, 7281
80, 64, 71387, 7423
90, 64, 66845, 6601
100, 64, 61810, 6583
110, 64, 60950, 6236
120, 64, 58809, 6053
130, 64, 56480, 6257
140, 64, 53622, 5984
150, 64, 53235, 5769
160, 64, 49885, 5642
170, 64, 49290, 5363
180, 64, 49583, 5619
190, 64, 45033, 5104
200, 64, 44756, 5208
210, 64, 45488, 5495
220, 64, 44247, 5096
230, 64, 42624, 4938
240, 64, 42285, 5055
250, 64, 41788, 4916
260, 64, 41455, 4883
270, 64, 40482, 5044
280, 64, 40256, 4882
290, 64, 39189, 4810
300, 64, 38467, 4705
310, 64, 37305, 4604
320, 64, 36384, 4627
330, 64, 36770, 4691
340, 64, 36113, 4457
350, 64, 35674, 4543
360, 64, 35399, 4585
370, 64, 34837, 4527
380, 64, 34353, 4425
390, 64, 34106, 4474
400, 64, 33636, 4400
410, 64, 33244, 4393
420, 64, 32993, 4486
430, 64, 32580, 4382
440, 64, 32556, 4411
450, 64, 32199, 4395
460, 64, 32148, 4407
470, 64, 32158, 4544
480, 64, 31414, 4455
490, 64, 31546, 4451
500, 64, 31315, 4482
510, 64, 31122, 4453
520, 64, 31142, 4493
530, 64, 31085, 4500
540, 64, 30750, 4516
550, 64, 30484, 4497
560, 64, 30547, 4485
570, 64, 30237, 4484
580, 64, 30459, 4500
590, 64, 30347, 4586
600, 64, 30480, 4586
610, 64, 30406, 4619
620, 64, 29976, 4602
630, 64, 30225, 4688
640, 64, 30257, 4613
650, 64, 29743, 4635
660, 64, 30052, 4683
670, 64, 29933, 4640
680, 64, 29873, 4690
690, 64, 29981, 4725
700, 64, 30008, 4818
710, 64, 30013, 4702
720, 64, 30123, 4737
730, 64, 30326, 4723
740, 64, 30011, 4746
750, 64, 30139, 4800
760, 64, 30287, 4745
770, 64, 30666, 4816
780, 64, 30628, 4819
790, 64, 30970, 4922
800, 64, 30404, 4803
810, 64, 30859, 4831
820, 64, 31031, 4883
830, 64, 30868, 4873
840, 64, 31055, 4860
850, 64, 31000, 4894
860, 64, 31365, 4978
870, 64, 31794, 4895
880, 64, 31135, 4937
890, 64, 31589, 4909
900, 64, 32429, 4948
910, 64, 31856, 4943
920, 64, 32255, 4948
930, 64, 32528, 4978
940, 64, 33326, 5012
950, 64, 33526, 5063
960, 64, 33470, 5043
970, 64, 32658, 5020
980, 64, 35120, 5032
990, 64, 34257, 5075
1000, 64, 34558, 5021
1010, 64, 34585, 5013
1020, 64, 34473, 5056
1030, 64, 35948, 5070
1040, 64, 34820, 5073
1050, 64, 34667, 5056
1060, 64, 37273, 5067
1070, 64, 35968, 5061
1080, 64, 35968, 5059
1090, 64, 35721, 5071
1100, 64, 36299, 5037
1110, 64, 38042, 5104
1120, 64, 38152, 5046
1130, 64, 38982, 5095
1140, 64, 37609, 5064
1150, 64, 39947, 5100
1160, 64, 39244, 5090
1170, 64, 38756, 5087
1180, 64, 38962, 5065
1190, 64, 39299, 5116
1200, 64, 41611, 5105
1210, 64, 40855, 5129
1220, 64, 39280, 5099
1230, 64, 41993, 5069
1240, 64, 42544, 5066
1250, 64, 41657, 5058
1260, 64, 42098, 5118
1270, 64, 41505, 5085
1280, 64, 43513, 5050
1290, 64, 44736, 5082
1300, 64, 41082, 5048
1310, 64, 44969, 5116
1320, 64, 45066, 5109
1330, 64, 42343, 5053
1340, 64, 45074, 5052
1350, 64, 45043, 5098
1360, 64, 45524, 5122
1370, 64, 45316, 5132
1380, 64, 46364, 5128
1390, 64, 45734, 5116
1400, 64, 46241, 5103
1410, 64, 46110, 5100
1420, 64, 46182, 5064
1430, 64, 44208, 5076
1440, 64, 47042, 5104
1450, 64, 47294, 5110
1460, 64, 47692, 5056
1470, 64, 47982, 5083
1480, 64, 47552, 5085
1490, 64, 47953, 5058
1500, 64, 46695, 5087
1510, 64, 47851, 5093
1520, 64, 49571, 5089
1530, 64, 51614, 5143
1540, 64, 51453, 5130
1550, 64, 50288, 5077
1560, 64, 49617, 5061
1570, 64, 54790, 5125
1580, 64, 49138, 5077
1590, 64, 53794, 5088
1600, 64, 54503, 5080
1610, 64, 52758, 5076
1620, 64, 53759, 5086
1630, 64, 49935, 5059
1640, 64, 55994, 5121
1650, 64, 52775, 5079
1660, 64, 55488, 5110
1670, 64, 52322, 5090
1680, 64, 56614, 5090
1690, 64, 54193, 5052
1700, 64, 50367, 5079
1710, 64, 54495, 5089
1720, 64, 56589, 5063
1730, 64, 56031, 5069
1740, 64, 54729, 5054
1750, 64, 56404, 5092
1760, 64, 54092, 5033
1770, 64, 53649, 5068
1780, 64, 56728, 5047
1790, 64, 56996, 5051
1800, 64, 55529, 5061
1810, 64, 59745, 5109
1820, 64, 58078, 5087
1830, 64, 51640, 5013
1840, 64, 58672, 5034
1850, 64, 60290, 5077
1860, 64, 57000, 5038
1870, 64, 59897, 5048
1880, 64, 62537, 5040
1890, 64, 60198, 5087
1900, 64, 55812, 5043
1910, 64, 59970, 5057
1920, 64, 60489, 5047
1930, 64, 60771, 5117
1940, 64, 62738, 5043
1950, 64, 62528, 5053
1960, 64, 61273, 5046
1970, 64, 60612, 5024
1980, 64, 62867, 5063
1990, 64, 61995, 5009
2000, 64, 59730, 5057
2010, 64, 62335, 5045
2020, 64, 60824, 5035
2030, 64, 61747, 5001
2040, 64, 62364, 5061
2050, 64, 59239, 5030
2060, 64, 63495, 5036
2070, 64, 62064, 4998
2080, 64, 59621, 4982
2090, 64, 68975, 5056
2100, 64, 64854, 5080
2110, 64, 64737, 5045
2120, 64, 65350, 5035
2130, 64, 66955, 4999
2140, 64, 64619, 5070
2150, 64, 64672, 5028
2160, 64, 65335, 5010
2170, 64, 66396, 5009
2180, 64, 64639, 5026
2190, 64, 69342, 5030
2200, 64, 68031, 5054
2210, 64, 68174, 5032
2220, 64, 66743, 5021
2230, 64, 67808, 5017
2240, 64, 67920, 5042
2250, 64, 71357, 5020
2260, 64, 71114, 5029
2270, 64, 63786, 4988
2280, 64, 72489, 5049
2290, 64, 67069, 5030
2300, 64, 73967, 5012
2310, 64, 70231, 5034
2320, 64, 71708, 5010
2330, 64, 72373, 5034
2340, 64, 74478, 5002
2350, 64, 72725, 5057
2360, 64, 68703, 4991
2370, 64, 63853, 4953
2380, 64, 70268, 4998
2390, 64, 67132, 4976
2400, 64, 75545, 5067
2410, 64, 71614, 4983
2420, 64, 64559, 4945
2430, 64, 69777, 4970
2440, 64, 72636, 5001
2450, 64, 69917, 5005
2460, 64, 74616, 5018
2470, 64, 63419, 4950
2480, 64, 70623, 4989
2490, 64, 74425, 4993
2500, 64, 71216, 4987
2510, 64, 73649, 4993
2520, 64, 84298, 5069
2530, 64, 80040, 5017
2540, 64, 69519, 4965
2550, 64, 68703, 4994
2560, 64, 69802, 4964
2570, 64, 74949, 4982
2580, 64, 72679, 4949
2590, 64, 76566, 4942
2600, 64, 71994, 4964
2610, 64, 77122, 4976
2620, 64, 76237, 4950
2630, 64, 70827, 4976
2640, 64, 77259, 4899
2650, 64, 80128, 4978
2660, 64, 70289, 4952
2670, 64, 71141, 4958
2680, 64, 75135, 4962
2690, 64, 78686, 4940
2700, 64, 72652, 4874
2710, 64, 78137, 4930
2720, 64, 78790, 4933
2730, 64, 75347, 4926
2740, 64, 75936, 4926
2750, 64, 79126, 4904
2760, 64, 81726, 4948
2770, 64, 78151, 4915
2780, 64, 79928, 4946
2790, 64, 80868, 4929
2800, 64, 79851, 4937
2810, 64, 82542, 4918
2820, 64, 77248, 4897
2830, 64, 76757, 4910
2840, 64, 81274, 4912
2850, 64, 83995, 4923
2860, 64, 80373, 4901
2870, 64, 87553, 4996
2880, 64, 85263, 4963
2890, 64, 88890, 4931
2900, 64, 81801, 4924
2910, 64, 86477, 4956
2920, 64, 85241, 4902
2930, 64, 84515, 4918
2940, 64, 86912, 4931
2950, 64, 80656, 4863
2960, 64, 80032, 4862
2970, 64, 87604, 4924
2980, 64, 82832, 4901
2990, 64, 81117, 4893
3000, 64, 85161, 4948
3010, 64, 82801, 4970
3020, 64, 85244, 4878
3030, 64, 87121, 4913
3040, 64, 95102, 4943
3050, 64, 92001, 4920
3060, 64, 74306, 4832
3070, 64, 80009, 4904
3080, 64, 86705, 4880
3090, 64, 78172, 4884
3100, 64, 85171, 4896
3110, 64, 84135, 4913
3120, 64, 80354, 4894
3130, 64, 84158, 4881
3140, 64, 86109, 4903
3150, 64, 84317, 4908
3160, 64, 80631, 4879
3170, 64, 87275, 4898
3180, 64, 91532, 4876
3190, 64, 83281, 4857
3200, 64, 85838, 4895
3210, 64, 88041, 4851
3220, 64, 90943, 4914
3230, 64, 83746, 4887
3240, 64, 89714, 4896
3250, 64, 82754, 4872
3260, 64, 84139, 4840
3270, 64, 83493, 4817
3280, 64, 87074, 4820
3290, 64, 90022, 4868
3300, 64, 91253, 4834
3310, 64, 88473, 4832
3320, 64, 94122, 4888
3330, 64, 84154, 4877
3340, 64, 85830, 4860
3350, 64, 82143, 4845
3360, 64, 96499, 4906
3370, 64, 84184, 4823
3380, 64, 88867, 4870
3390, 64, 85956, 4783
3400, 64, 83663, 4859
3410, 64, 91028, 4851
3420, 64, 92165, 4871
3430, 64, 90759, 4862
3440, 64, 93398, 4832
3450, 64, 95509, 4831
3460, 64, 95384, 4823
3470, 64, 90748, 4863
3480, 64, 93270, 4874
3490, 64, 95827, 4822
3500, 64, 90497, 4839
3510, 64, 86506, 4819
3520, 64, 94741, 4810
3530, 64, 90223, 4872
3540, 64, 93493, 4835
3550, 64, 95098, 4845
3560, 64, 92771, 4792
3570, 64, 98857, 4866
3580, 64, 93193, 4819
3590, 64, 93117, 4817
3600, 64, 96837, 4822
3610, 64, 93702, 4803
3620, 64, 98430, 4911
3630, 64, 93771, 4834
3640, 64, 95086, 4859
3650, 64, 107784, 4870
3660, 64, 80684, 4763
3670, 64, 90456, 4863
3680, 64, 89595, 4786
3690, 64, 95819, 4794
3700, 64, 101030, 4874
3710, 64, 93613, 4797
3720, 64, 97520, 4761
3730, 64, 101084, 4860
3740, 64, 89409, 4805
3750, 64, 102346, 4831
3760, 64, 101687, 4757
3770, 64, 95899, 4875
3780, 64, 107014, 4857
3790, 64, 84241, 4773
3800, 64, 105829, 4860
3810, 64, 94125, 4822
3820, 64, 98532, 4793
3830, 64, 90202, 4759
3840, 64, 87625, 4783
3850, 64, 99417, 4790
3860, 64, 103127, 4867
3870, 64, 97836, 4788
3880, 64, 103531, 4753
3890, 64, 98076, 4854
3900, 64, 95138, 4757
3910, 64, 100124, 4859
3920, 64, 91734, 4774
3930, 64, 98773, 4762
3940, 64, 98498, 4804
3950, 64, 103391, 4791
3960, 64, 107177, 4839
3970, 64, 103815, 4742
3980, 64, 97447, 4751
3990, 64, 90113, 4778
4000, 64, 97323, 4781
4010, 64, 97639, 4821
4020, 64, 105524, 4822
4030, 64, 101518, 4770
4040, 64, 96839, 4831
4050, 64, 103426, 4756
4060, 64, 101410, 4775
4070, 64, 105000, 4762
4080, 64, 101679, 4803
4090, 64, 104422, 4784
4100, 64, 103094, 4832
4110, 64, 112410, 4802
4120, 64, 102683, 4817
4130, 64, 101986, 4866
4140, 64, 109077, 4743
4150, 64, 100977, 4868
4160, 64, 101876, 4738
4170, 64, 106712, 4729
4180, 64, 106855, 4762
4190, 64, 100600, 4729
4200, 64, 106560, 4777
4210, 64, 105356, 4797
4220, 64, 109139, 4724
4230, 64, 96885, 4731
4240, 64, 99826, 4754
4250, 64, 100961, 4770
4260, 64, 106281, 4746
4270, 64, 98757, 4797
4280, 64, 102804, 4778
4290, 64, 98808, 4770
4300, 64, 108099, 4790
4310, 64, 105754, 4727
4320, 64, 105270, 4714
4330, 64, 102740, 4775
4340, 64, 101300, 4705
4350, 64, 104656, 4688
4360, 64, 100137, 4853
4370, 64, 106544, 4710
4380, 64, 102515, 4741
4390, 64, 101491, 4837
4400, 64, 114211, 4790
4410, 64, 110005, 4728
4420, 64, 96719, 4801
4430, 64, 100355, 4762
4440, 64, 104716, 4750
4450, 64, 98801, 4768
4460, 64, 99515, 4823
4470, 64, 107294, 4777
4480, 64, 103161, 4768
4490, 64, 107359, 4751
4500, 64, 106908, 4741
4510, 64, 114355, 4716
4520, 64, 92860, 4855
4530, 64, 111888, 4849
4540, 64, 105181, 4709
4550, 64, 98152, 4752
4560, 64, 126825, 4862
4570, 64, 85978, 4681
4580, 64, 94767, 4670
4590, 64, 90149, 4720
4600, 64, 79829, 4646
4610, 64, 92149, 4685
4620, 64, 110423, 4818
4630, 64, 110772, 4759
4640, 64, 89636, 4644
4650, 64, 105063, 4740
4660, 64, 104434, 4817
4670, 64, 100885, 4739
4680, 64, 98930, 4619
4690, 64, 108251, 4796
4700, 64, 113436, 4787
4710, 64, 96098, 4674
4720, 64, 99515, 4653
4730, 64, 103728, 4835
4740, 64, 96878, 4752
4750, 64, 106630, 4683
4760, 64, 99377, 4718
4770, 64, 106859, 4830
4780, 64, 92020, 4776
4790, 64, 112080, 4668
4800, 64, 114008, 4832
4810, 64, 116827, 4874
4820, 64, 103634, 4645
4830, 64, 93874, 4639
4840, 64, 98289, 4764
4850, 64, 113417, 4803
4860, 64, 102632, 4648
4870, 64, 96604, 4609
4880, 64, 113905, 4809
4890, 64, 107548, 4740
4900, 64, 87408, 4608
4910, 64, 106211, 4622
4920, 64, 114837, 4811
4930, 64, 105843, 4735
4940, 64, 95486, 4640
4950, 64, 108429, 4628
4960, 64, 105072, 4780
