PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10, 16, 59768, 6602
20, 16, 37870, 4275
30, 16, 34864, 6483
40, 16, 20284, 2893
50, 16, 25620, 5572
60, 16, 19115, 3552
70, 16, 9288, 1035
80, 16, 9665, 1346
90, 16, 4941, 1033
100, 16, 4333, 992
110, 16, 5906, 1324
120, 16, 4120, 933
130, 16, 4094, 947
140, 16, 4076, 977
150, 16, 4039, 978
160, 16, 4112, 990
170, 16, 4136, 964
180, 16, 4041, 1024
190, 16, 4010, 983
200, 16, 4055, 983
210, 16, 4173, 995
220, 16, 4055, 979
230, 16, 4147, 976
240, 16, 4155, 1004
250, 16, 4279, 1052
260, 16, 4425, 1064
270, 16, 4395, 1039
280, 16, 4591, 1081
290, 16, 4585, 1064
300, 16, 4661, 1107
310, 16, 4690, 1067
320, 16, 4802, 1103
330, 16, 4724, 1055
340, 16, 4868, 1090
350, 16, 5091, 1093
360, 16, 4928, 1099
370, 16, 5017, 1123
380, 16, 5279, 1085
390, 16, 5263, 1169
400, 16, 5399, 1138
410, 16, 5585, 1123
420, 16, 5333, 1078
430, 16, 5572, 1129
440, 16, 5811, 1150
450, 16, 5741, 1152
460, 16, 5661, 1037
470, 16, 5770, 1136
480, 16, 5735, 1170
490, 16, 5953, 1174
500, 16, 6139, 1181
510, 16, 6324, 1077
520, 16, 6057, 1150
530, 16, 6150, 1151
540, 16, 6585, 1228
550, 16, 6788, 1173
560, 16, 6706, 1221
570, 16, 6734, 1133
580, 16, 6636, 1134
590, 16, 6770, 1152
600, 16, 7047, 1187
610, 16, 7187, 1238
620, 16, 7337, 1207
630, 16, 7577, 1277
640, 16, 7140, 1260
650, 16, 7448, 1273
660, 16, 7274, 1186
670, 16, 7373, 1214
680, 16, 7371, 1181
690, 16, 7612, 1169
700, 16, 7536, 1239
710, 16, 7795, 1242
720, 16, 7912, 1257
730, 16, 8261, 1294
740, 16, 7870, 1299
750, 16, 8270, 1308
760, 16, 8353, 1271
770, 16, 7632, 1164
780, 16, 7942, 1236
790, 16, 8303, 1307
800, 16, 8676, 1301
810, 16, 8528, 1369
820, 16, 8763, 1315
830, 16, 9141, 1342
840, 16, 8692, 1329
850, 16, 8682, 1315
860, 16, 8712, 1304
870, 16, 8790, 1338
880, 16, 9358, 1376
890, 16, 9038, 1385
900, 16, 9233, 1393
910, 16, 9076, 1337
920, 16, 8797, 1230
930, 16, 9214, 1360
940, 16, 8967, 1271
950, 16, 9300, 1318
960, 16, 8959, 1231
970, 16, 9332, 1320
980, 16, 9295, 1278
990, 16, 9563, 1407
1000, 16, 9927, 1382
1010, 16, 9476, 1373
1020, 16, 9707, 1276
1030, 16, 9226, 1288
1040, 16, 9119, 1363
1050, 16, 10383, 1476
1060, 16, 10233, 1487
1070, 16, 10050, 1431
1080, 16, 10106, 1452
1090, 16, 10476, 1488
1100, 16, 10657, 1508
1110, 16, 10636, 1540
1120, 16, 10629, 1605
1130, 16, 10765, 1580
1140, 16, 10162, 1398
1150, 16, 10329, 1290
1160, 16, 10145, 1344
1170, 16, 11461, 1473
1180, 16, 10500, 1418
1190, 16, 10189, 1382
1200, 16, 10633, 1418
1210, 16, 11284, 1471
1220, 16, 10984, 1463
1230, 16, 10476, 1460
1240, 16, 11200, 1424
1250, 16, 11674, 1637
1260, 16, 11187, 1478
1270, 16, 11173, 1468
1280, 16, 10928, 1494
1290, 16, 10393, 1459
1300, 16, 11079, 1634
1310, 16, 11569, 1559
1320, 16, 11620, 1643
1330, 16, 11705, 1625
1340, 16, 11959, 1559
1350, 16, 10727, 1419
1360, 16, 11099, 1480
1370, 16, 11208, 1535
1380, 16, 11873, 1524
1390, 16, 12533, 1731
1400, 16, 12334, 1696
1410, 16, 11945, 1646
1420, 16, 11660, 1467
1430, 16, 12116, 1675
1440, 16, 11616, 1572
1450, 16, 12541, 1784
1460, 16, 12738, 1760
1470, 16, 12681, 1793
1480, 16, 12308, 1654
1490, 16, 12111, 1612
1500, 16, 12733, 1782
1510, 16, 13211, 1788
1520, 16, 11692, 1576
1530, 16, 11395, 1397
1540, 16, 11572, 1431
1550, 16, 12250, 1601
1560, 16, 12244, 1667
1570, 16, 12298, 1497
1580, 16, 11958, 1448
1590, 16, 12038, 1415
1600, 16, 12734, 1577
1610, 16, 11865, 1440
1620, 16, 12595, 1634
1630, 16, 13644, 1747
1640, 16, 11580, 1406
1650, 16, 13611, 1644
1660, 16, 12723, 1676
1670, 16, 12231, 1481
1680, 16, 11568, 1431
1690, 16, 13824, 1774
1700, 16, 12633, 1504
1710, 16, 13619, 1725
1720, 16, 11950, 1419
1730, 16, 13812, 1699
1740, 16, 12328, 1521
1750, 16, 14569, 1895
1760, 16, 13651, 1754
1770, 16, 13242, 1799
1780, 16, 13416, 1745
1790, 16, 13759, 1727
1800, 16, 13290, 1656
1810, 16, 14037, 1678
1820, 16, 13196, 1767
1830, 16, 13768, 1888
1840, 16, 14525, 1802
1850, 16, 14206, 1865
1860, 16, 12771, 1723
1870, 16, 14258, 1907
1880, 16, 14482, 2012
1890, 16, 14299, 1889
1900, 16, 15089, 1916
1910, 16, 14867, 1910
1920, 16, 14128, 1910
1930, 16, 15133, 2160
1940, 16, 14369, 1840
1950, 16, 15922, 2220
1960, 16, 13850, 1861
1970, 16, 14039, 1768
1980, 16, 13894, 1830
1990, 16, 15239, 2178
2000, 16, 15317, 1950
2010, 16, 15677, 2164
2020, 16, 14953, 1967
2030, 16, 14249, 1712
2040, 16, 16331, 2385
2050, 16, 16853, 2175
2060, 16, 15312, 2072
2070, 16, 14932, 1983
2080, 16, 14178, 1912
2090, 16, 16680, 2395
2100, 16, 14878, 1829
2110, 16, 15401, 2164
2120, 16, 15795, 1984
2130, 16, 15036, 1797
2140, 16, 15267, 2043
2150, 16, 14851, 1971
2160, 16, 15654, 2262
2170, 16, 16405, 2040
2180, 16, 15933, 1957
2190, 16, 16823, 2211
2200, 16, 16424, 2326
2210, 16, 15457, 1985
2220, 16, 16886, 2283
2230, 16, 17220, 2492
2240, 16, 15196, 1997
2250, 16, 17042, 2272
2260, 16, 15698, 2060
2270, 16, 18732, 2645
2280, 16, 15237, 2133
2290, 16, 16385, 2053
2300, 16, 16552, 1992
2310, 16, 14364, 1597
2320, 16, 15503, 1845
2330, 16, 15777, 1862
2340, 16, 16025, 1883
2350, 16, 16911, 2144
2360, 16, 15737, 1999
2370, 16, 14689, 1893
2380, 16, 14665, 1834
2390, 16, 16238, 2017
2400, 16, 14716, 1679
2410, 16, 15713, 1824
2420, 16, 17784, 2294
2430, 16, 16004, 1963
2440, 16, 16175, 2201
2450, 16, 16232, 1868
2460, 16, 15955, 2036
2470, 16, 17626, 2294
2480, 16, 15936, 1793
2490, 16, 15789, 1983
2500, 16, 16260, 2062
2510, 16, 15564, 1949
2520, 16, 17097, 2007
2530, 16, 19298, 2575
2540, 16, 16721, 1996
2550, 16, 16826, 2263
2560, 16, 15443, 1929
2570, 16, 16024, 2102
2580, 16, 15724, 1975
2590, 16, 17694, 2119
2600, 16, 16629, 2167
2610, 16, 17613, 2333
2620, 16, 18966, 2648
2630, 16, 16746, 2151
2640, 16, 17889, 2435
2650, 16, 18090, 2373
2660, 16, 17484, 2042
2670, 16, 18822, 2401
2680, 16, 16424, 2332
2690, 16, 17589, 2230
2700, 16, 17274, 2255
2710, 16, 17256, 2289
2720, 16, 17674, 2211
2730, 16, 16683, 2102
2740, 16, 17738, 2470
2750, 16, 16805, 2023
2760, 16, 17195, 1967
2770, 16, 18393, 2335
2780, 16, 18394, 2377
2790, 16, 19106, 2562
2800, 16, 18605, 2544
2810, 16, 17663, 2267
2820, 16, 17884, 2189
2830, 16, 18596, 2400
2840, 16, 17165, 2162
2850, 16, 16866, 1964
2860, 16, 17652, 2156
2870, 16, 17911, 2177
2880, 16, 17786, 2276
2890, 16, 18349, 2176
2900, 16, 19147, 2759
2910, 16, 18882, 2478
2920, 16, 18500, 2171
2930, 16, 20362, 2547
2940, 16, 18338, 2007
2950, 16, 19214, 2307
2960, 16, 18279, 2298
2970, 16, 20770, 2949
2980, 16, 18036, 2154
2990, 16, 18664, 2350
3000, 16, 18707, 2246
3010, 16, 20456, 2753
3020, 16, 20576, 2645
3030, 16, 19736, 2560
3040, 16, 18585, 2310
3050, 16, 16512, 1988
3060, 16, 19005, 2454
3070, 16, 18886, 2581
3080, 16, 18993, 2550
3090, 16, 19678, 2559
3100, 16, 19121, 2314
3110, 16, 20095, 2574
3120, 16, 21855, 3102
3130, 16, 19618, 2478
3140, 16, 19720, 2297
3150, 16, 23145, 3299
3160, 16, 19801, 2748
3170, 16, 18353, 2144
3180, 16, 18719, 2082
3190, 16, 22662, 3075
3200, 16, 21736, 2944
3210, 16, 19623, 2540
3220, 16, 18251, 2104
3230, 16, 20522, 2614
3240, 16, 19483, 2493
3250, 16, 19272, 2566
3260, 16, 23074, 2614
3270, 16, 19881, 2414
3280, 16, 20694, 2702
3290, 16, 22516, 3250
3300, 16, 22252, 2930
3310, 16, 17154, 1791
3320, 16, 20463, 2486
3330, 16, 19197, 2338
3340, 16, 19891, 2379
3350, 16, 21815, 2901
3360, 16, 17607, 2064
3370, 16, 20088, 2523
3380, 16, 22407, 3008
3390, 16, 19153, 2098
3400, 16, 20477, 2519
3410, 16, 21874, 2795
3420, 16, 21303, 2677
3430, 16, 21227, 2621
3440, 16, 18633, 2182
3450, 16, 22657, 3037
3460, 16, 20654, 2539
3470, 16, 19262, 1959
3480, 16, 19159, 2066
3490, 16, 21212, 2585
3500, 16, 21035, 2583
3510, 16, 24666, 2799
3520, 16, 20133, 2394
3530, 16, 20659, 2575
3540, 16, 19752, 2296
3550, 16, 20497, 2410
3560, 16, 21950, 2703
3570, 16, 20642, 2450
3580, 16, 24005, 2928
3590, 16, 21981, 2537
3600, 16, 23397, 2980
3610, 16, 22941, 2987
3620, 16, 21745, 2533
3630, 16, 23794, 2716
3640, 16, 19841, 2222
3650, 16, 23467, 2717
3660, 16, 23007, 3077
3670, 16, 24894, 3462
3680, 16, 23614, 3139
3690, 16, 20931, 2565
3700, 16, 23728, 3156
3710, 16, 23547, 3124
3720, 16, 21340, 2961
3730, 16, 19992, 2462
3740, 16, 23428, 3106
3750, 16, 21630, 2416
3760, 16, 23883, 3110
