PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10, 32, 176220, 13978
20, 32, 146964, 11271
30, 32, 133888, 10840
40, 32, 124343, 10860
50, 32, 117299, 9987
60, 32, 112133, 9834
70, 32, 106820, 9839
80, 32, 102910, 9368
90, 32, 99801, 9136
100, 32, 97128, 8993
110, 32, 94928, 9153
120, 32, 93259, 9208
130, 32, 92307, 9340
140, 32, 90850, 9400
150, 32, 90180, 9668
160, 32, 89875, 9720
170, 32, 89548, 9967
180, 32, 89934, 10214
190, 32, 90863, 10453
200, 32, 91114, 10481
210, 32, 91708, 10603
220, 32, 92925, 10721
230, 32, 94155, 10835
240, 32, 95012, 10885
250, 32, 96489, 11037
260, 32, 97547, 11050
270, 32, 98471, 11066
280, 32, 100888, 11058
290, 32, 102961, 11250
300, 32, 104417, 11203
310, 32, 106334, 11267
320, 32, 107450, 11139
330, 32, 110239, 11222
340, 32, 111481, 11331
350, 32, 113101, 11239
360, 32, 115797, 11248
370, 32, 117225, 11270
380, 32, 119396, 11243
390, 32, 121434, 11273
400, 32, 121971, 11157
410, 32, 123261, 11201
420, 32, 125003, 11214
430, 32, 126238, 11278
440, 32, 129909, 11155
450, 32, 129770, 11173
460, 32, 131621, 11172
470, 32, 134407, 11156
480, 32, 133980, 11117
490, 32, 136274, 11169
500, 32, 136769, 11142
510, 32, 139061, 11191
520, 32, 141223, 11129
530, 32, 141344, 11059
540, 32, 141806, 11112
550, 32, 145089, 11067
560, 32, 146929, 11035
570, 32, 146857, 11103
580, 32, 148105, 11192
590, 32, 148903, 11104
600, 32, 149946, 11071
610, 32, 150984, 11089
620, 32, 153665, 11007
630, 32, 153148, 10977
640, 32, 154681, 10932
650, 32, 155300, 10949
660, 32, 158398, 10959
670, 32, 157733, 10933
680, 32, 158072, 10990
690, 32, 160305, 10940
700, 32, 161049, 10906
710, 32, 161583, 10900
720, 32, 162891, 10847
730, 32, 164555, 10923
740, 32, 163668, 10845
750, 32, 165455, 10830
760, 32, 165632, 10755
770, 32, 166647, 10817
780, 32, 168222, 10809
790, 32, 169661, 10751
800, 32, 169820, 10717
810, 32, 171430, 10743
820, 32, 170243, 10631
830, 32, 172983, 10658
840, 32, 171824, 10654
850, 32, 173283, 10622
860, 32, 174785, 10741
870, 32, 175451, 10691
880, 32, 175187, 10605
890, 32, 178957, 10628
900, 32, 177710, 10627
910, 32, 179746, 10597
920, 32, 179437, 10575
930, 32, 182633, 10591
940, 32, 181109, 10546
950, 32, 179874, 10574
960, 32, 181487, 10481
970, 32, 180579, 10482
980, 32, 182449, 10514
990, 32, 182207, 10452
1000, 32, 182722, 10464
1010, 32, 185052, 10512
1020, 32, 185481, 10529
1030, 32, 185652, 10380
1040, 32, 187201, 10355
1050, 32, 186948, 10412
1060, 32, 186861, 10324
1070, 32, 187462, 10343
1080, 32, 188168, 10366
1090, 32, 187282, 10356
1100, 32, 191273, 10273
1110, 32, 190267, 10284
1120, 32, 192215, 10268
1130, 32, 190809, 10161
1140, 32, 189978, 10264
1150, 32, 192697, 10290
1160, 32, 194079, 10367
1170, 32, 195297, 10364
1180, 32, 193351, 10350
1190, 32, 195498, 10258
1200, 32, 194019, 10279
1210, 32, 194861, 10319
1220, 32, 193340, 10228
1230, 32, 194909, 10218
1240, 32, 194759, 10090
1250, 32, 198308, 10078
1260, 32, 193774, 10082
1270, 32, 196814, 10105
1280, 32, 195665, 10092
1290, 32, 196845, 10080
